snapshot_day,snapshot_time,Daysnap,appid,game,current_players,peak_players,Hours_played
2026-09-13,18-58-27,Sunday,1222670,The Sims™ 4,23407,36748,17011441
2026-09-13,18-58-27,Sunday,489830,The Elder Scrolls V: Skyrim Special Edition,23651,44516,18322533
2026-09-13,18-58-27,Sunday,1905180,OBS Studio,23774,34448,15038286
2026-09-13,18-58-27,Sunday,1364780,Street Fighter™ 6,23788,39112,12764634
2026-09-13,18-58-27,Sunday,2073620,Arena Breakout: Infinite,24011,38795,17063638
2026-09-13,18-58-27,Sunday,2139460,Once Human,24401,34587,13858929
2026-09-13,18-58-27,Sunday,4000,Garry's Mod,24912,38810,17094880
2026-09-13,18-58-27,Sunday,2399830,ARK: Survival Ascended,27689,40202,17055483
2026-09-13,18-58-27,Sunday,218620,PAYDAY 2,28285,35804,21371429
2026-09-13,18-58-27,Sunday,3932890,Escape from Tarkov,29312,45572,18511209
2026-09-13,18-58-27,Sunday,251570,7 Days to Die,30659,48686,19227193
2026-09-13,18-58-27,Sunday,1281930,tModLoader,30741,43234,18617943
2026-09-13,18-58-27,Sunday,3321460,Crimson Desert,31574,44164,12565593
2026-09-13,18-58-27,Sunday,294100,RimWorld,31802,39627,19459934
2026-09-13,18-58-27,Sunday,1142710,Total War: WARHAMMER III,31831,51034,21557919
2026-09-13,18-58-27,Sunday,2807960,Battlefield™ 6,32292,75918,28676245
2026-09-13,18-58-27,Sunday,2246340,Monster Hunter Wilds,32767,47002,11879177
2026-09-13,18-58-27,Sunday,1366800,Crosshair X,33651,45921,24156257
2026-09-13,18-58-27,Sunday,3751260,The Blood of Dawnwalker,33960,77689,6845545
2026-09-13,18-58-27,Sunday,1973530,Limbus Company,34281,71489,19824473
2026-09-13,18-58-27,Sunday,261550,Mount & Blade II: Bannerlord,35014,50302,20524365
2026-09-13,18-58-27,Sunday,1203220,NARAKA: BLADEPOINT,35207,78424,19776862
2026-09-13,18-58-27,Sunday,275850,No Man's Sky,36593,49838,8138488
2026-09-13,18-58-27,Sunday,227300,Euro Truck Simulator 2,37263,54431,19791547
2026-09-13,18-58-27,Sunday,1091500,Cyberpunk 2077,37457,68948,27748655
2026-09-13,18-58-27,Sunday,4001890,How to Fish,37558,373887,46185258
2026-09-13,18-58-27,Sunday,1245620,ELDEN RING,37976,54228,22615040
2026-09-13,18-58-27,Sunday,553850,HELLDIVERS™ 2,38160,112049,42229743
2026-09-13,18-58-27,Sunday,221100,DayZ,38709,62310,25572702
2026-09-13,18-58-27,Sunday,322330,Don't Starve Together,39464,58597,20095747
2026-09-13,18-58-27,Sunday,322170,Geometry Dash,40017,66023,28889064
2026-09-13,18-58-27,Sunday,289070,Sid Meier's Civilization VI,40378,50548,21990569
2026-09-13,18-58-27,Sunday,3551340,Football Manager 26,40553,54453,24302177
2026-09-13,18-58-27,Sunday,1174180,Red Dead Redemption 2,40976,61287,22697998
2026-09-13,18-58-27,Sunday,1086940,Baldur's Gate 3,42142,81599,34302164
2026-09-13,18-58-27,Sunday,2638890,Onimusha: Way of the Sword,42309,76061,5795157
2026-09-13,18-58-27,Sunday,2300320,Farming Simulator 25,43147,57039,19471023
2026-09-13,18-58-27,Sunday,438100,VRChat,43586,64781,33562640
2026-09-13,18-58-27,Sunday,105600,Terraria,46132,76409,31431002
2026-09-13,18-58-27,Sunday,578080,PUBG: BATTLEGROUNDS,462791,788224,229969638
2026-09-13,18-58-27,Sunday,3405690,EA SPORTS FC™ 26,48553,114197,45955132
2026-09-13,18-58-27,Sunday,394360,Hearts of Iron IV,48759,62661,26301277
2026-09-13,18-58-27,Sunday,381210,Dead by Daylight,49263,88204,39079107
2026-09-13,18-58-27,Sunday,359550,Tom Clancy's Rainbow Six Siege,51893,120267,47866717
2026-09-13,18-58-27,Sunday,2767030,Marvel Rivals,55768,146426,53638774
2026-09-13,18-58-27,Sunday,108600,Project Zomboid,58084,121285,51223881
2026-09-13,18-58-27,Sunday,440,Team Fortress 2,59156,66121,36818650
2026-09-13,18-58-27,Sunday,230410,Warframe,59243,75872,38514627
2026-09-13,18-58-27,Sunday,413150,Stardew Valley,62646,107846,41420807
2026-09-13,18-58-27,Sunday,2868840,Slay the Spire 2,65415,105197,45814212
2026-09-13,18-58-27,Sunday,236390,War Thunder,67639,100117,37905991
2026-09-13,18-58-27,Sunday,271590,Grand Theft Auto V Legacy,67647,96078,41765393
2026-09-13,18-58-27,Sunday,2357570,Overwatch®,68810,121938,42287511
2026-09-13,18-58-27,Sunday,570,Dota 2,691903,981123,446827538
2026-09-13,18-58-27,Sunday,250900,The Binding of Isaac: Rebirth,69359,106786,47150928
2026-09-13,18-58-27,Sunday,3240220,Grand Theft Auto V Enhanced,71362,99893,39510402
2026-09-13,18-58-27,Sunday,2694490,Path of Exile 2,77024,147624,26139171
2026-09-13,18-58-27,Sunday,730,Counter-Strike 2,922020,1345749,597869829
2026-09-13,18-58-27,Sunday,431960,Wallpaper Engine,92507,117596,54873802
2026-09-13,18-58-27,Sunday,3678970,TBH: Task Bar Hero,96693,119579,61077216
