snapshot_day,snapshot_time,Daysnap,appid,game,current_players,peak_players,Hours_played
2026-07-28,12-25-34,Tuesday,1158310,Crusader Kings III,14823,29852,14148146
2026-07-28,12-25-34,Tuesday,1905180,OBS Studio,15090,32893,14323849
2026-07-28,12-25-34,Tuesday,1431300,SAND: Raiders of Sophie,15109,41251,11627665
2026-07-28,12-25-34,Tuesday,3932890,Escape from Tarkov,15310,32946,13650782
2026-07-28,12-25-34,Tuesday,346110,ARK: Survival Evolved,15723,29972,13986724
2026-07-28,12-25-34,Tuesday,1142710,Total War: WARHAMMER III,15932,38836,17238009
2026-07-28,12-25-34,Tuesday,2073620,Arena Breakout: Infinite,16985,41704,16662955
2026-07-28,12-25-34,Tuesday,582660,Black Desert,17139,24189,12227656
2026-07-28,12-25-34,Tuesday,1665460,eFootball™,17151,33311,13020014
2026-07-28,12-25-34,Tuesday,2483190,Forza Horizon 6,17160,63652,22293208
2026-07-28,12-25-34,Tuesday,3551340,Football Manager 26,17715,51678,22178381
2026-07-28,12-25-34,Tuesday,3678970,TBH: Task Bar Hero,184891,520958,230925629
2026-07-28,12-25-34,Tuesday,261550,Mount & Blade II: Bannerlord,18532,46397,18855025
2026-07-28,12-25-34,Tuesday,881020,Granblue Fantasy: Relink,18554,89585,19259654
2026-07-28,12-25-34,Tuesday,3472040,NBA 2K26,19838,46337,17999163
2026-07-28,12-25-34,Tuesday,1222670,The Sims™ 4,19853,37217,18195743
2026-07-28,12-25-34,Tuesday,4000,Garry's Mod,19865,37948,17785716
2026-07-28,12-25-34,Tuesday,2694490,Path of Exile 2,20150,165566,45089600
2026-07-28,12-25-34,Tuesday,3241660,R.E.P.O.,20945,50740,19179563
2026-07-28,12-25-34,Tuesday,108600,Project Zomboid,21394,40631,19701856
2026-07-28,12-25-34,Tuesday,553850,HELLDIVERS™ 2,21581,43782,19443913
2026-07-28,12-25-34,Tuesday,489830,The Elder Scrolls V: Skyrim Special Edition,21769,41579,18704989
2026-07-28,12-25-34,Tuesday,251570,7 Days to Die,22156,64791,24663113
2026-07-28,12-25-34,Tuesday,578080,PUBG: BATTLEGROUNDS,225097,792142,236086345
2026-07-28,12-25-34,Tuesday,294100,RimWorld,23524,42137,20978487
2026-07-28,12-25-34,Tuesday,1245620,ELDEN RING,23597,47625,21581914
2026-07-28,12-25-34,Tuesday,221100,DayZ,23697,64772,26829250
2026-07-28,12-25-34,Tuesday,322330,Don't Starve Together,23827,102880,28708563
2026-07-28,12-25-34,Tuesday,1808500,ARC Raiders,23994,50371,21291583
2026-07-28,12-25-34,Tuesday,2399830,ARK: Survival Ascended,24201,49602,22588830
2026-07-28,12-25-34,Tuesday,1174180,Red Dead Redemption 2,24488,52264,23966603
2026-07-28,12-25-34,Tuesday,289070,Sid Meier's Civilization VI,24626,48589,21517008
2026-07-28,12-25-34,Tuesday,105600,Terraria,24764,48974,22554708
2026-07-28,12-25-34,Tuesday,2923300,Banana,24996,25945,8439634
2026-07-28,12-25-34,Tuesday,1281930,tModLoader,25073,42799,19807364
2026-07-28,12-25-34,Tuesday,1938090,Call of Duty®,25850,52460,21547109
2026-07-28,12-25-34,Tuesday,394360,Hearts of Iron IV,27007,62973,28513016
2026-07-28,12-25-34,Tuesday,1203220,NARAKA: BLADEPOINT,29196,126070,29273705
2026-07-28,12-25-34,Tuesday,218620,PAYDAY 2,29754,36062,22020678
2026-07-28,12-25-34,Tuesday,1366800,Crosshair X,30277,46093,25700709
2026-07-28,12-25-34,Tuesday,1973530,Limbus Company,33178,157444,29550450
2026-07-28,12-25-34,Tuesday,322170,Geometry Dash,33522,70667,34534142
2026-07-28,12-25-34,Tuesday,236390,War Thunder,36721,86100,36296105
2026-07-28,12-25-34,Tuesday,1091500,Cyberpunk 2077,36785,101348,40158152
2026-07-28,12-25-34,Tuesday,550,Left 4 Dead 2,36913,45681,20717909
2026-07-28,12-25-34,Tuesday,1086940,Baldur's Gate 3,38161,78225,32809928
2026-07-28,12-25-34,Tuesday,1085660,Destiny 2,39164,98656,39103389
2026-07-28,12-25-34,Tuesday,2807960,Battlefield™ 6,39171,84038,28257536
2026-07-28,12-25-34,Tuesday,271590,Grand Theft Auto V Legacy,40360,102170,50099361
2026-07-28,12-25-34,Tuesday,570,Dota 2,404268,862639,395129405
2026-07-28,12-25-34,Tuesday,1623730,Palworld,451741,956613,264108563
2026-07-28,12-25-34,Tuesday,2357570,Overwatch®,45896,74964,36439809
2026-07-28,12-25-34,Tuesday,440,Team Fortress 2,46111,67731,33536369
2026-07-28,12-25-34,Tuesday,438100,VRChat,48405,63891,32743601
2026-07-28,12-25-34,Tuesday,730,Counter-Strike 2,513846,1440899,623288972
2026-07-28,12-25-34,Tuesday,230410,Warframe,51447,157162,43457158
2026-07-28,12-25-34,Tuesday,381210,Dead by Daylight,51781,126407,53566427
2026-07-28,12-25-34,Tuesday,2507950,Delta Force,53558,148280,53328058
2026-07-28,12-25-34,Tuesday,3240220,Grand Theft Auto V Enhanced,54003,160737,54137887
2026-07-28,12-25-34,Tuesday,413150,Stardew Valley,55903,125051,48891359
2026-07-28,12-25-34,Tuesday,359550,Tom Clancy's Rainbow Six Siege,57938,75845,37148048
2026-07-28,12-25-34,Tuesday,238960,Path of Exile,59471,187116,13203080
2026-07-28,12-25-34,Tuesday,2868840,Slay the Spire 2,61285,124547,50159571
2026-07-28,12-25-34,Tuesday,252490,Rust,67928,194484,76023306
2026-07-28,12-25-34,Tuesday,431960,Wallpaper Engine,68917,127765,58423496
2026-07-28,12-25-34,Tuesday,1172470,Apex Legends™,69656,214120,70363423
2026-07-28,12-25-34,Tuesday,250900,The Binding of Isaac: Rebirth,72643,155966,68308867
2026-07-28,12-25-34,Tuesday,3405690,EA SPORTS FC™ 26,85498,159730,73833521
2026-07-28,12-25-34,Tuesday,2767030,Marvel Rivals,97045,196974,60721803
