snapshot_day,snapshot_time,Daysnap,appid,game,current_players,peak_players,Hours_played
2026-09-16,14-42-23,Wednesday,289070,Sid Meier's Civilization VI,21530,50548,21502345
2026-09-16,14-42-23,Wednesday,2344520,Diablo® IV,24477,26674,3773359
2026-09-16,14-42-23,Wednesday,105600,Terraria,24661,76409,31698756
2026-09-16,14-42-23,Wednesday,1086940,Baldur's Gate 3,24847,81599,33205317
2026-09-16,14-42-23,Wednesday,553850,HELLDIVERS™ 2,25865,100003,38964716
2026-09-16,14-42-23,Wednesday,578080,PUBG: BATTLEGROUNDS,263531,788224,225206283
2026-09-16,14-42-23,Wednesday,1973530,Limbus Company,26827,71489,19596812
2026-09-16,14-42-23,Wednesday,271590,Grand Theft Auto V Legacy,29331,96078,40686131
2026-09-16,14-42-23,Wednesday,236390,War Thunder,30532,100117,37477688
2026-09-16,14-42-23,Wednesday,218620,PAYDAY 2,31187,35804,21293743
2026-09-16,14-42-23,Wednesday,381210,Dead by Daylight,32147,81470,37703847
2026-09-16,14-42-23,Wednesday,2694490,Path of Exile 2,32390,147624,28591822
2026-09-16,14-42-23,Wednesday,108600,Project Zomboid,33690,115923,48878334
2026-09-16,14-42-23,Wednesday,413150,Stardew Valley,35050,103983,39943997
2026-09-16,14-42-23,Wednesday,359550,Tom Clancy's Rainbow Six Siege,35377,120267,47546345
2026-09-16,14-42-23,Wednesday,3240220,Grand Theft Auto V Enhanced,35419,99893,38990063
2026-09-16,14-42-23,Wednesday,438100,VRChat,35720,64781,32707636
2026-09-16,14-42-23,Wednesday,250900,The Binding of Isaac: Rebirth,36265,101953,45192289
2026-09-16,14-42-23,Wednesday,230410,Warframe,36934,75979,37755963
2026-09-16,14-42-23,Wednesday,570,Dota 2,370430,981123,437404185
2026-09-16,14-42-23,Wednesday,2357570,Overwatch®,44102,121938,42330064
2026-09-16,14-42-23,Wednesday,2868840,Slay the Spire 2,45720,105197,44834255
2026-09-16,14-42-23,Wednesday,440,Team Fortress 2,46034,70026,36947687
2026-09-16,14-42-23,Wednesday,252490,Rust,46873,148276,63751593
2026-09-16,14-42-23,Wednesday,730,Counter-Strike 2,481609,1346485,587375472
2026-09-16,14-42-23,Wednesday,1623730,Palworld,49521,255671,92008225
2026-09-16,14-42-23,Wednesday,2507950,Delta Force,52570,145637,46004721
2026-09-16,14-42-23,Wednesday,2767030,Marvel Rivals,53341,146426,52228979
2026-09-16,14-42-23,Wednesday,431960,Wallpaper Engine,60208,117596,53487416
2026-09-16,14-42-23,Wednesday,2676230,FiveM,70185,211657,93916967
2026-09-16,14-42-23,Wednesday,3678970,TBH: Task Bar Hero,78706,115723,59434820
2026-09-16,14-42-23,Wednesday,892970,Valheim,80670,307757,34211729
2026-09-16,14-42-23,Wednesday,284160,BeamNG.drive,8491,30413,13157502
2026-09-16,14-42-23,Wednesday,1283970,YoloMouse - Cursor Changer,8700,13714,6940871
2026-09-16,14-42-23,Wednesday,8930,Sid Meier's Civilization V,8715,19414,9444583
2026-09-16,14-42-23,Wednesday,3241660,R.E.P.O.,8797,34966,13255496
2026-09-16,14-42-23,Wednesday,1172470,Apex Legends™,88755,274970,87601870
2026-09-16,14-42-23,Wednesday,2252570,Football Manager 2024,8938,22974,10548873
2026-09-16,14-42-23,Wednesday,2183900,"Warhammer 40,000: Space Marine 2",9006,25122,8997883
2026-09-16,14-42-23,Wednesday,1325860,VTube Studio,9051,20910,7955453
2026-09-16,14-42-23,Wednesday,346110,ARK: Survival Evolved,9216,27239,11419582
2026-09-16,14-42-23,Wednesday,3564740,Where Winds Meet,9343,26022,9168479
2026-09-16,14-42-23,Wednesday,427520,Factorio,9620,27275,11946357
2026-09-16,14-42-23,Wednesday,365670,Blender,9715,16757,8886254
2026-09-16,14-42-23,Wednesday,594650,Hunt: Showdown 1896,9779,39626,11478764
2026-09-16,14-42-23,Wednesday,1374490,RuneScape: Dragonwilds,9814,22604,2697533
2026-09-16,14-42-23,Wednesday,227300,Euro Truck Simulator 2,9823,54431,19396596
2026-09-16,14-42-23,Wednesday,3751260,The Blood of Dawnwalker,9891,77689,8499566
