snapshot_day,snapshot_time,Daysnap,appid,game,current_players,peak_players,Hours_played
2026-07-23,19-06-22,Thursday,881020,Granblue Fantasy: Relink,26349,89585,16591296
2026-07-23,19-06-22,Thursday,2399830,ARK: Survival Ascended,26468,49602,21574052
2026-07-23,19-06-22,Thursday,289070,Sid Meier's Civilization VI,27624,48387,21363989
2026-07-23,19-06-22,Thursday,2767030,Marvel Rivals,27764,196974,59746194
2026-07-23,19-06-22,Thursday,105600,Terraria,27801,48974,22302504
2026-07-23,19-06-22,Thursday,221100,DayZ,27853,63731,26554569
2026-07-23,19-06-22,Thursday,1086940,Baldur's Gate 3,27938,78225,31888636
2026-07-23,19-06-22,Thursday,2694490,Path of Exile 2,28283,168378,55780459
2026-07-23,19-06-22,Thursday,227300,Euro Truck Simulator 2,28298,55152,20706306
2026-07-23,19-06-22,Thursday,2357570,Overwatch®,28828,76977,38040511
2026-07-23,19-06-22,Thursday,1281930,tModLoader,29097,42799,19596269
2026-07-23,19-06-22,Thursday,1366800,Crosshair X,30467,46576,25907729
2026-07-23,19-06-22,Thursday,3551340,Football Manager 26,30479,48222,21695770
2026-07-23,19-06-22,Thursday,359550,Tom Clancy's Rainbow Six Siege,30734,75060,37307302
2026-07-23,19-06-22,Thursday,1174180,Red Dead Redemption 2,31364,52264,22981023
2026-07-23,19-06-22,Thursday,218620,PAYDAY 2,32149,36062,21863989
2026-07-23,19-06-22,Thursday,438100,VRChat,32907,62181,32273160
2026-07-23,19-06-22,Thursday,2807960,Battlefield™ 6,34140,81428,25912945
2026-07-23,19-06-22,Thursday,578080,PUBG: BATTLEGROUNDS,352954,803218,234968514
2026-07-23,19-06-22,Thursday,322330,Don't Starve Together,36865,121225,31072071
2026-07-23,19-06-22,Thursday,1091500,Cyberpunk 2077,38284,101348,40906217
2026-07-23,19-06-22,Thursday,322170,Geometry Dash,38793,71729,35375082
2026-07-23,19-06-22,Thursday,394360,Hearts of Iron IV,39457,62973,28643834
2026-07-23,19-06-22,Thursday,381210,Dead by Daylight,41929,168845,57117614
2026-07-23,19-06-22,Thursday,1203220,NARAKA: BLADEPOINT,46938,126070,27774519
2026-07-23,19-06-22,Thursday,1623730,Palworld,470472,956613,201107771
2026-07-23,19-06-22,Thursday,230410,Warframe,47404,157162,44077046
2026-07-23,19-06-22,Thursday,440,Team Fortress 2,49051,67731,32119689
2026-07-23,19-06-22,Thursday,570,Dota 2,515416,862639,385303916
2026-07-23,19-06-22,Thursday,236390,War Thunder,53453,87498,36423267
2026-07-23,19-06-22,Thursday,2868840,Slay the Spire 2,56218,134564,51987537
2026-07-23,19-06-22,Thursday,413150,Stardew Valley,61989,125051,47796016
2026-07-23,19-06-22,Thursday,3405690,EA SPORTS FC™ 26,70043,149577,71388587
2026-07-23,19-06-22,Thursday,271590,Grand Theft Auto V Legacy,71692,102170,49934073
2026-07-23,19-06-22,Thursday,3240220,Grand Theft Auto V Enhanced,73620,160737,52637901
2026-07-23,19-06-22,Thursday,2507950,Delta Force,74846,149617,53578676
2026-07-23,19-06-22,Thursday,730,Counter-Strike 2,763293,1573727,636137517
2026-07-23,19-06-22,Thursday,2676230,FiveM,76868,191998,91894807
2026-07-23,19-06-22,Thursday,252490,Rust,85100,194484,75708528
2026-07-23,19-06-22,Thursday,1172470,Apex Legends™,85845,213952,70261669
2026-07-23,19-06-22,Thursday,431960,Wallpaper Engine,87378,128536,59670867
2026-07-23,19-06-22,Thursday,1973530,Limbus Company,91846,157444,30086015
2026-07-23,19-06-22,Thursday,250900,The Binding of Isaac: Rebirth,92765,155966,62421921
