snapshot_day,snapshot_time,Daysnap,appid,game,current_players,peak_players,Hours_played
2026-06-25,00-16-23,Thursday,1222670,The Sims™ 4,28736,37962,17604168
2026-06-25,00-16-23,Thursday,1174180,Red Dead Redemption 2,29530,45423,18540023
2026-06-25,00-16-23,Thursday,2246340,Monster Hunter Wilds,30043,47144,12626997
2026-06-25,00-16-23,Thursday,218620,PAYDAY 2,30107,35076,21671705
2026-06-25,00-16-23,Thursday,553850,HELLDIVERS™ 2,30236,45817,18956897
2026-06-25,00-16-23,Thursday,1364780,Street Fighter™ 6,30385,72217,16016480
2026-06-25,00-16-23,Thursday,1808500,ARC Raiders,30848,91090,29616859
2026-06-25,00-16-23,Thursday,294100,RimWorld,31099,40253,19997107
2026-06-25,00-16-23,Thursday,227300,Euro Truck Simulator 2,31692,47920,17530679
2026-06-25,00-16-23,Thursday,1281930,tModLoader,33153,45538,18860869
2026-06-25,00-16-23,Thursday,1623730,Palworld,35102,51116,17712155
2026-06-25,00-16-23,Thursday,105600,Terraria,35845,43334,19248791
2026-06-25,00-16-23,Thursday,1245620,ELDEN RING,36455,49524,23033388
2026-06-25,00-16-23,Thursday,2807960,Battlefield™ 6,36508,64869,25051708
2026-06-25,00-16-23,Thursday,1361210,"Warhammer 40,000: Darktide",36665,56866,6662078
2026-06-25,00-16-23,Thursday,3472040,NBA 2K26,36729,52826,19793844
2026-06-25,00-16-23,Thursday,440,Team Fortress 2,36795,60821,34742389
2026-06-25,00-16-23,Thursday,582010,Monster Hunter: World,37072,51821,14060052
2026-06-25,00-16-23,Thursday,3551340,Football Manager 26,37451,52865,22646480
2026-06-25,00-16-23,Thursday,251570,7 Days to Die,37627,51907,16670597
2026-06-25,00-16-23,Thursday,289070,Sid Meier's Civilization VI,37952,48822,21499893
2026-06-25,00-16-23,Thursday,1086940,Baldur's Gate 3,39125,69033,29196961
2026-06-25,00-16-23,Thursday,1973530,Limbus Company,40142,130546,29960153
2026-06-25,00-16-23,Thursday,838350,太吾绘卷 The Scroll Of Taiwu,40970,50803,5101099
2026-06-25,00-16-23,Thursday,1366800,Crosshair X,40991,50132,26817757
2026-06-25,00-16-23,Thursday,221100,DayZ,41791,64899,26998066
2026-06-25,00-16-23,Thursday,1868140,DAVE THE DIVER,47966,63489,8400238
2026-06-25,00-16-23,Thursday,552990,World of Warships,48829,62096,19301354
2026-06-25,00-16-23,Thursday,3241660,R.E.P.O.,49164,81915,30373384
2026-06-25,00-16-23,Thursday,438100,VRChat,50694,67859,33092300
2026-06-25,00-16-23,Thursday,3678970,TBH: Task Bar Hero,511025,545349,207386998
2026-06-25,00-16-23,Thursday,1203220,NARAKA: BLADEPOINT,52162,78734,19774857
2026-06-25,00-16-23,Thursday,394360,Hearts of Iron IV,53812,71671,27736153
2026-06-25,00-16-23,Thursday,359550,Tom Clancy's Rainbow Six Siege,57386,117909,46754066
2026-06-25,00-16-23,Thursday,570,Dota 2,583772,697720,324004746
2026-06-25,00-16-23,Thursday,322170,Geometry Dash,59961,84423,37688910
2026-06-25,00-16-23,Thursday,2767030,Marvel Rivals,61938,129219,50665639
2026-06-25,00-16-23,Thursday,2483190,Forza Horizon 6,64419,280376,80136709
2026-06-25,00-16-23,Thursday,578080,PUBG: BATTLEGROUNDS,648317,820499,232336372
2026-06-25,00-16-23,Thursday,1091500,Cyberpunk 2077,66389,73465,20749484
2026-06-25,00-16-23,Thursday,2357570,Overwatch®,69455,102096,44255419
2026-06-25,00-16-23,Thursday,1085660,Destiny 2,69736,167867,40580131
2026-06-25,00-16-23,Thursday,236390,War Thunder,71486,84630,35264311
2026-06-25,00-16-23,Thursday,413150,Stardew Valley,77081,119445,43983353
2026-06-25,00-16-23,Thursday,230410,Warframe,78522,124688,42442665
2026-06-25,00-16-23,Thursday,3240220,Grand Theft Auto V Enhanced,82133,92304,34740317
2026-06-25,00-16-23,Thursday,381210,Dead by Daylight,87600,125059,46079297
2026-06-25,00-16-23,Thursday,271590,Grand Theft Auto V Legacy,88441,105223,48766922
2026-06-25,00-16-23,Thursday,322330,Don't Starve Together,98804,121538,25634583
