snapshot_day,snapshot_time,Daysnap,appid,game,current_players,peak_players,Hours_played
2026-07-25,15-26-19,Saturday,582010,Monster Hunter: World,20579,42692,13128683
2026-07-25,15-26-19,Saturday,1364780,Street Fighter™ 6,21208,37381,12190534
2026-07-25,15-26-19,Saturday,2073620,Arena Breakout: Infinite,21260,37538,15813143
2026-07-25,15-26-19,Saturday,3678970,TBH: Task Bar Hero,212977,526424,251004411
2026-07-25,15-26-19,Saturday,108600,Project Zomboid,21431,40631,19509104
2026-07-25,15-26-19,Saturday,1808500,ARC Raiders,21663,50371,21350683
2026-07-25,15-26-19,Saturday,3932890,Escape from Tarkov,21765,32946,13589500
2026-07-25,15-26-19,Saturday,553850,HELLDIVERS™ 2,22038,43782,19325765
2026-07-25,15-26-19,Saturday,2923300,Banana,22062,24385,7812571
2026-07-25,15-26-19,Saturday,1142710,Total War: WARHAMMER III,22253,38836,16962905
2026-07-25,15-26-19,Saturday,2622380,ELDEN RING NIGHTREIGN,22394,40755,13144637
2026-07-25,15-26-19,Saturday,1938090,Call of Duty®,23029,52460,21476897
2026-07-25,15-26-19,Saturday,550,Left 4 Dead 2,24979,45681,20634384
2026-07-25,15-26-19,Saturday,261550,Mount & Blade II: Bannerlord,25461,46397,18500294
2026-07-25,15-26-19,Saturday,3551340,Football Manager 26,26000,48222,21816019
2026-07-25,15-26-19,Saturday,2483190,Forza Horizon 6,26623,77814,23867273
2026-07-25,15-26-19,Saturday,2694490,Path of Exile 2,26675,165566,51556075
2026-07-25,15-26-19,Saturday,2399830,ARK: Survival Ascended,27016,49602,21927837
2026-07-25,15-26-19,Saturday,1245620,ELDEN RING,27345,47625,21720262
2026-07-25,15-26-19,Saturday,294100,RimWorld,27489,42137,20816318
2026-07-25,15-26-19,Saturday,221100,DayZ,27634,63731,26568566
2026-07-25,15-26-19,Saturday,3472040,NBA 2K26,27713,46337,18284399
2026-07-25,15-26-19,Saturday,1366800,Crosshair X,29557,46093,25754653
2026-07-25,15-26-19,Saturday,218620,PAYDAY 2,29589,36062,21856068
2026-07-25,15-26-19,Saturday,251570,7 Days to Die,29716,64791,24533643
2026-07-25,15-26-19,Saturday,105600,Terraria,30265,48974,22409520
2026-07-25,15-26-19,Saturday,1281930,tModLoader,30421,42799,19653588
2026-07-25,15-26-19,Saturday,1174180,Red Dead Redemption 2,31328,52264,23417542
2026-07-25,15-26-19,Saturday,322170,Geometry Dash,31947,71729,35099704
2026-07-25,15-26-19,Saturday,289070,Sid Meier's Civilization VI,32969,48387,21376621
2026-07-25,15-26-19,Saturday,881020,Granblue Fantasy: Relink,33907,89585,17652317
2026-07-25,15-26-19,Saturday,1086940,Baldur's Gate 3,35256,78225,32153131
2026-07-25,15-26-19,Saturday,394360,Hearts of Iron IV,35710,62973,28554525
2026-07-25,15-26-19,Saturday,1085660,Destiny 2,37132,98656,41308731
2026-07-25,15-26-19,Saturday,2357570,Overwatch®,39858,76977,37402280
2026-07-25,15-26-19,Saturday,2807960,Battlefield™ 6,40554,81428,26813014
2026-07-25,15-26-19,Saturday,1091500,Cyberpunk 2077,42076,101348,40645136
2026-07-25,15-26-19,Saturday,359550,Tom Clancy's Rainbow Six Siege,43188,75060,37183694
2026-07-25,15-26-19,Saturday,440,Team Fortress 2,45610,67731,32536587
2026-07-25,15-26-19,Saturday,1973530,Limbus Company,47105,157444,30716249
2026-07-25,15-26-19,Saturday,322330,Don't Starve Together,47603,110817,30044117
2026-07-25,15-26-19,Saturday,578080,PUBG: BATTLEGROUNDS,481228,771560,234331302
2026-07-25,15-26-19,Saturday,381210,Dead by Daylight,48540,168845,56559343
2026-07-25,15-26-19,Saturday,236390,War Thunder,49185,87498,36623762
2026-07-25,15-26-19,Saturday,570,Dota 2,520302,862639,391397467
2026-07-25,15-26-19,Saturday,438100,VRChat,54244,62181,32523072
2026-07-25,15-26-19,Saturday,230410,Warframe,54983,157162,43690054
2026-07-25,15-26-19,Saturday,1203220,NARAKA: BLADEPOINT,55671,126070,28348102
2026-07-25,15-26-19,Saturday,271590,Grand Theft Auto V Legacy,57387,102170,49990464
2026-07-25,15-26-19,Saturday,1623730,Palworld,580140,956613,225002870
2026-07-25,15-26-19,Saturday,2868840,Slay the Spire 2,69457,127488,51150015
2026-07-25,15-26-19,Saturday,2767030,Marvel Rivals,71565,196974,60069838
2026-07-25,15-26-19,Saturday,413150,Stardew Valley,72601,125051,48165021
2026-07-25,15-26-19,Saturday,730,Counter-Strike 2,735671,1479836,630972926
2026-07-25,15-26-19,Saturday,3240220,Grand Theft Auto V Enhanced,74207,160737,53304310
2026-07-25,15-26-19,Saturday,252490,Rust,82471,194484,76101360
2026-07-25,15-26-19,Saturday,3405690,EA SPORTS FC™ 26,82813,152441,72497792
2026-07-25,15-26-19,Saturday,250900,The Binding of Isaac: Rebirth,83787,155966,65482925
2026-07-25,15-26-19,Saturday,431960,Wallpaper Engine,86595,128536,59135866
2026-07-25,15-26-19,Saturday,2676230,FiveM,86760,191998,92226289
2026-07-25,15-26-19,Saturday,2507950,Delta Force,89356,149617,53669782
