snapshot_day,snapshot_time,Daysnap,appid,game,current_players,peak_players,Hours_played
2026-07-16,12-20-59,Thursday,1085660,Destiny 2,59374,130126,49969444
2026-07-16,12-20-59,Thursday,3240220,Grand Theft Auto V Enhanced,61346,160737,48222892
2026-07-16,12-20-59,Thursday,359550,Tom Clancy's Rainbow Six Siege,61500,76867,38005250
2026-07-16,12-20-59,Thursday,2868840,Slay the Spire 2,64264,145656,54089580
2026-07-16,12-20-59,Thursday,252490,Rust,65485,194484,75518579
2026-07-16,12-20-59,Thursday,431960,Wallpaper Engine,66928,134796,60661804
2026-07-16,12-20-59,Thursday,1172470,Apex Legends™,69027,213952,69168062
2026-07-16,12-20-59,Thursday,381210,Dead by Daylight,72219,168845,59922126
2026-07-16,12-20-59,Thursday,250900,The Binding of Isaac: Rebirth,75571,155966,49591629
2026-07-16,12-20-59,Thursday,3405690,EA SPORTS FC™ 26,91474,149577,68389967
